🇨🇳电视频道,#genre#
西藏卫视,http://112.46.85.60:8009/hls/59/index.m3u8
海南卫视,http://218.68.52.22:8888/udp/225.1.2.82:5002
金鹰纪实,https://pan.nange6.cn:51888/pan/view.php/f28e6166f5ab65b818cad3edf15d639a.php?id=jyjs
卡酷少儿,http://110.178.52.111:8083/udp/239.1.1.62:8062
优漫卡通,http://110.178.52.111:8083/udp/239.1.1.72:8072
优漫卡通,http://182.46.8.161:8018/hls/45/index.m3u8
嘉佳卡通,http://112.46.85.60:8009/hls/66/index.m3u8
金鹰卡通,http://1.203.76.10:7788/udp/225.1.8.163:9252
优漫卡通,http://117.177.180.53:8888/rtp/239.11.0.63:5140
哈哈炫动,http://110.178.52.111:8085/udp/239.1.1.64:8064
嘉佳卡通,http://117.177.180.53:8888/rtp/239.11.0.203:5140
卡酷少儿,http://117.177.180.53:8888/rtp/239.11.0.129:5140
卡通少儿,http://117.177.180.53:8888/rtp/239.11.0.181:5140
CHC-家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CHC-动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CHC-高清电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
JJ斗地主,http://159.75.85.63:35455/huya/14079954
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
CCTV1-综合,http://14.117.233.187:9000/rtp/239.77.0.119:5146
CCTV1-综合,http://ha.fengying138.top:8888/udp/239.76.246.151:1234
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.200.143:5140
CCTV1-综合,http://183.236.154.137:8602/udp/239.10.0.48:1025
CCTV1-综合,http://27.11.252.239:8002/udp/225.0.4.74:7980
CCTV1-综合,http://122.231.66.182:4022/udp/233.50.201.1:5140
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.201.1:5140
CCTV1-综合,http://27.11.55.54:8004/udp/225.0.4.74:7980
CCTV1-综合,http://124.64.67.6:4000/rtp/239.3.1.129:8008
CCTV1-综合,http://211.158.154.21:8009/udp/225.0.4.74:7980
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.201.226:5140
CCTV1-综合,http://ycsj.aguihome.com:4022/rtp/233.50.201.118:5140
CCTV1-综合,http://220.175.145.6:9000/udp/239.252.219.200:5140
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.222:5140
CCTV1-综合,http://221.223.92.26:4022/rtp/239.3.1.129:8008
CCTV1-综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1-综合,http://60.168.227.77:2000/rtp/238.1.78.166:7200
CCTV1-综合,http://123.144.190.247:8004/udp/225.0.4.74:7980
CCTV1-综合,http://59.173.134.164:8880/rtp/239.254.96.96:8550
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.201.1:5140
CCTV1-综合,http://183.31.11.72:8000/udp/239.77.1.17:5146
CCTV1-综合,http://h.ttsystems.cn:4000/udp/225.1.8.1:8008
CCTV1-综合,http://114.98.191.146:2000/rtp/238.1.78.166:7200
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.201.31:5140
CCTV1-综合,http://119.98.95.1:4022/udp/239.254.96.96:8550
CCTV1-综合,http://113.66.41.152:10000/rtp/239.77.0.119:5146
CCTV1-综合,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/wh7f454c46tw3964515718_-284491133/ott.mobaibox.com/PLTV/3/224/3221227431/index.m3u8?icpid=3&RTS=1674379784&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec14_80&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
CCTV1-综合,http://119.134.3.110:8888/udp/239.77.1.144:5146
CCTV1-综合,http://113.109.250.1:9999/udp/239.77.1.17:5146
CCTV1-综合,http://116.23.99.235:50000/rtp/239.77.0.86:5146
CCTV1-综合,https://epg.pw/stream/149d9ac1b6234f41c3e61634bbcb0508dee05c6abcb3d3d0486431e52151e0d0.m3u8
CCTV1-综合,http://183.31.11.72:8000/rtp/239.77.0.86:5146
CCTV1-综合,http://36.25.66.49:8888/udp/233.50.200.130:5140
CCTV1-综合,http://222.182.59.238:4022/rtp/235.254.198.1:1280
CCTV1-综合,http://dev.grayidea.com:4022/udp/239.3.1.129:8008
CCTV1-综合,http://27.11.61.36:8003/udp/225.0.4.74:7980
CCTV1-综合,http://183.184.150.84:8004/rtp/226.0.2.153:9136
CCTV1-综合,http://113.103.253.56:2000/udp/239.77.1.144:5146
CCTV1-综合,https://epg.pw/stream/c1980814348616ed0068602a3398b361096544f6d026830ceb16352b979defda.m3u8
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.1:5140
CCTV1-综合,http://183.133.104.98:8899/udp/233.50.201.222:5140
CCTV1-综合,https://epg.pw/stream/4a250dafef7349ead704088bec3993f3cd3b2cdcb604f23bbf700da31434fa08.m3u8
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.97:5140
CCTV1-综合,http://mail.jiandjh.top:4022/udp/239.76.253.151:9000
CCTV1-综合,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw1750297731_174117004/ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
CCTV1-综合,https://epg.pw/stream/607c5648b5a826285f1e94ceab76066c767e2ba5e1623b753a6ab2f4e380199d.m3u8
CCTV1-综合,http://wuzhij.top/wztv.php?id=cctv1
CCTV1-综合,http://123.144.65.216:8003/udp/225.0.4.1:7980
CCTV1-综合,http://121.13.85.221:8000/rtp/239.77.0.86:5146
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.222:5140
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.200.247:5140
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.201.99:5140
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.92:5140
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.200.99:5140
CCTV1-综合,http://119.134.3.110:8888/udp/239.77.0.129:5146
CCTV1-综合,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.200.99:5140
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.201.97:5140
CCTV1-综合,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv1
CCTV1-综合,http://171.120.108.234:8083/rtp/226.0.2.18:8056
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.94:5140
CCTV1-综合,http://113.206.114.32:4000/udp/225.0.4.74:7980
CCTV1-综合,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
CCTV1-综合,http://118.254.158.78:8888/udp/239.76.253.151:9000
CCTV1-综合,http://124.64.11.135:8888/rtp/239.3.1.129:8008
CCTV1-综合,http://121.24.98.134:8090/hls/9/index.m3u8
CCTV1-综合,http://211.158.154.21:8010/udp/225.0.4.1:7980
CCTV1-综合,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv
CCTV1-综合,http://61.157.139.15:9901/tsfile/live/2371_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://nas.hssvm.com:8888/rtp/225.1.1.120:5002
CCTV1-综合,http://183.133.104.98:8899/udp/233.50.200.143:5140
CCTV1-综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1-综合,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv
CCTV1-综合,http://122.231.66.182:4022/udp/233.50.201.95:5140
CCTV1-综合,http://122.231.66.182:4022/udp/233.50.201.222:5140
CCTV1-综合,http://113.103.253.56:2000/udp/239.77.0.86:5146
CCTV1-综合,http://123.144.187.49:8003/udp/225.0.4.66:7980
CCTV1-综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.150:5540
CCTV1-综合,http://121.24.99.163:8090/hls/9/index.m3u8
CCTV1-综合,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8
CCTV1-综合,http://113.83.248.110:4200/rtp/239.77.0.241:5146
CCTV1-综合,http://218.80.79.205:4022/udp/239.45.3.145:5140
CCTV1-综合,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv1hd265/57/20191230/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV1-综合,http://211.158.154.21:8010/udp/225.0.4.74:7980
CCTV1-综合,http://171.80.234.78:8888/udp/239.254.96.96:8550
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.201.1:5140
CCTV1-综合,http://113.83.248.110:4200/rtp/239.77.0.119:5146
CCTV1-综合,http://121.24.98.79:8090/hls/9/index.m3u8
CCTV1-综合,http://cdn.jdshipin.com:8880/ysp.php?id=cctv1
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.200.247:5140
CCTV1-综合,http://ddns.cyruslee.top:8888/udp/239.77.0.86:5146
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.31:5140
CCTV1-综合,http://nas.tuyuannet.cn:8800/rtp/239.37.0.8:5540
CCTV1-综合,http://113.83.248.110:4200/udp/239.77.0.129:5146
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.201.222:5140
CCTV1-综合,http://14.19.198.151:9876/rtp/239.77.0.129:5146
CCTV1-综合,http://121.13.85.221:8000/rtp/239.77.0.129:5146
CCTV1-综合,http://59.44.102.18:8888/newlive/live/hls/2/live.m3u8
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.202.22:5140
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.226:5140
CCTV1-综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1-综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.96:5140
CCTV1-综合,http://114.250.19.82:33333/rtp/239.3.1.129:8008
CCTV1-综合,http://118.122.2.29:9999/hls/1/index.m3u8
CCTV1-综合,http://115.57.242.129:4022/rtp/225.1.4.1:1030
CCTV1-综合,http://122.189.195.142:888/udp/228.0.0.1:6108
CCTV1-综合,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://122.231.66.182:4022/udp/233.50.201.96:5140
CCTV1-综合,http://14.117.233.187:9000/rtp/239.77.0.86:5146
CCTV1-综合,http://123.114.19.80:4000/rtp/239.3.1.1:8000
CCTV1-综合,http://119.62.28.122:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1-综合,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.201.226:5140
CCTV1-综合,http://119.134.3.110:8888/udp/239.77.1.17:5146
CCTV1-综合,http://219.145.43.167:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://123.144.65.216:8003/udp/225.0.4.74:7980
CCTV1-综合,http://110.178.52.143:8083/udp/239.1.1.7:8007
CCTV1-综合,http://119.98.175.44:85/rtp/239.254.96.96:8550
CCTV1-综合,http://60.220.167.246:8085/rtp/226.0.2.16:8040
CCTV1-综合,http://113.83.248.110:4200/rtp/239.77.0.14:5146
CCTV1-综合,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8
CCTV1-综合,http://113.103.253.56:2000/rtp/239.77.0.129:5146
CCTV1-综合,http://59.173.183.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://183.184.150.84:8004/rtp/226.0.2.16:8040
CCTV1-综合,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://114.98.189.63:2000/rtp/238.1.78.166:7200
CCTV1-综合,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://123.144.65.216:8003/udp/225.0.4.66:7980
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.94:5140
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.201.94:5140
CCTV1-综合,http://60.208.104.234:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.200.247:5140
CCTV1-综合,http://111.166.52.203:4022/udp/225.1.1.120:5002
CCTV1-综合,http://171.117.75.106:8085/rtp/226.0.2.153:9136
CCTV1-综合,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
CCTV1-综合,http://111.175.164.232:8686/rtp/239.254.96.96:8550
CCTV1-综合,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://171.120.108.234:8083/rtp/226.0.2.153:9136
CCTV1-综合,http://14.204.46.220:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1-综合,http://183.133.104.98:8899/udp/233.50.200.130:5140
CCTV1-综合,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1-综合,http://xuys.top:8888/udp/225.1.1.120:5002
CCTV1-综合,http://14.19.198.151:9876/rtp/239.77.1.144:5146
CCTV1-综合,http://113.109.250.1:9999/udp/239.77.0.86:5146
CCTV1-综合,http://171.105.182.144:9003/udp/239.81.0.13:4056
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.201.1:5140
CCTV1-综合,http://171.124.99.181:8083/rtp/226.0.2.16:8040
CCTV1-综合,http://211.158.152.197:8003/udp/225.0.4.74:7980
CCTV1-综合,http://113.103.253.56:2000/rtp/239.77.1.17:5146
CCTV1-综合,http://171.8.245.73:808/hls/1/index.m3u8
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.202.21:5140
CCTV1-综合,http://60.7.56.50:4000/udp/239.253.92.83:8012
CCTV1-综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV1-综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV1-综合,http://118.254.200.104:8888/udp/239.76.246.151:1234
CCTV1-综合,http://121.13.85.221:8000/rtp/239.77.1.17:5146
CCTV1-综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV1-综合,http://154.12.55.21/bjzb/zb.php?id=239.3.1.129:8008
CCTV1-综合,http://113.103.253.56:2000/udp/239.77.0.119:5146
CCTV1-综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1-综合,http://183.133.104.98:8899/udp/233.50.200.99:5140
CCTV1-综合,http://119.98.175.44:85/udp/239.254.96.96:8550
CCTV1-综合,http://183.185.228.90:8084/rtp/226.0.2.16:8040
CCTV1-综合,http://113.26.166.90:8082/udp/239.1.1.7:8007
CCTV1-综合,http://14.145.222.210:8888/rtp/239.77.0.129:5146
CCTV1-综合,http://27.10.208.85:8005/udp/225.0.4.74:7980
CCTV1-综合,http://183.31.11.72:8000/rtp/239.77.0.119:5146
CCTV1-综合,http://110.188.32.231:1314/udp/239.93.0.184:5140
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.201.226:5140
CCTV1-综合,http://114.252.227.154:8000/rtp/239.3.1.129:8008
CCTV1-综合,http://58.48.37.158:1111/tsfile/live/0001_1.m3u8
CCTV1-综合,http://36.25.66.49:8888/udp/233.50.201.1:5140
CCTV1-综合,http://111.61.236.247:9081/hls/68/index.m3u8
CCTV1-综合,http://27.184.67.87:1024/rtp/239.254.200.45:8008
CCTV1-综合,http://183.31.11.72:8000/rtp/239.77.1.20:5146
CCTV1-综合,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.97:5140
CCTV1-综合,http://118.254.157.252:8888/udp/239.76.246.151:1234
CCTV1-综合,http://119.98.133.9:5555/udp/239.254.96.96:8550
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.201.99:5140
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.201.97:5140
CCTV1-综合,http://36.25.66.49:8888/udp/233.50.201.97:5140
CCTV1-综合,http://183.31.11.72:8000/udp/239.77.0.86:5146
CCTV1-综合,http://171.118.108.149:8082/rtp/226.0.2.153:9136
CCTV1-综合,http://220.192.1.236:8008/udp/225.0.4.74:7980
CCTV1-综合,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1-综合,http://171.117.75.106:8085/rtp/226.0.2.16:8040
CCTV1-综合,http://114.98.190.54:2000/rtp/238.1.78.166:7200
CCTV1-综合,http://dms.yryyj.site:8188/udp/239.76.245.51:1234
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.202.22:5140
CCTV1-综合,https://epg.pw/stream/7571be7517df6df6bcc71c21ab322ff1359bf258421cfa8c310b5879ac535dc4.m3u8
CCTV1-综合,https://epg.pw/stream/8f2fe0a36753daf5033df67666c94fbcb82d57e5f326733baa3fa5526c3c0bcd.m3u8
CCTV1-综合,http://123.114.19.80:4000/rtp/239.3.1.129:8008
CCTV1-综合,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.99:5140
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.201.226:5140
CCTV1-综合,http://125.33.192.115:8888/rtp/239.3.1.129:8008
CCTV1-综合,http://171.107.72.19:4000/udp/239.81.0.102:4056
CCTV1-综合,http://171.124.99.181:8083/rtp/226.0.2.18:8056
CCTV1-综合,http://119.62.36.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.201.1:5140
CCTV1-综合,http://123.180.177.20:16000/udp/239.253.92.83:8012
CCTV1-综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8
CCTV1-综合,http://123.184.28.3:80/hlslive-tx-cdn.ysp.cctv.cn/512/2024078203.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://115.239.88.251:8888/udp/233.50.200.143:5140
CCTV1-综合,http://113.109.250.1:9999/udp/239.77.0.129:5146
CCTV1-综合,http://115.234.196.165:8808/udp/233.50.202.21:5140
CCTV1-综合,http://113.128.128.68:8688/udp/239.21.1.1:5002
CCTV1-综合,http://122.231.66.182:4022/udp/233.50.200.143:5140
CCTV1-综合,http://113.103.253.56:2000/udp/239.10.0.114:1025
CCTV1-综合,http://110.178.52.111:8083/udp/239.1.1.7:8007
CCTV1-综合,http://59.38.62.147:2052/udp/239.77.1.17:5146
CCTV1-综合,http://171.118.108.149:8082/rtp/226.0.2.16:8040
CCTV1-综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV1-综合,http://59.80.47.113/bktlivecloud-cdn.ysp.cctv.cn/sx/2024078203.m3u8
CCTV1-综合,http://121.24.98.224:8090/hls/9/index.m3u8
CCTV1-综合,http://59.34.138.105:4000/rtp/239.77.0.129:5146
CCTV1-综合,http://183.185.228.90:8084/rtp/226.0.2.18:8056
CCTV1-综合,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/549/2024078203.m3u8
CCTV1-综合,http://ly123.fun:10000/rtp/235.254.198.1:1280
CCTV1-综合,http://114.254.80.73:2222/rtp/239.3.1.129:8008
CCTV1-综合,http://27.11.60.136:8003/udp/225.0.4.66:7980
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.88:5140
CCTV1-综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
CCTV1-综合,http://110.178.52.111:8085/udp/239.1.1.7:8007
CCTV1-综合,http://60.178.151.215:4022/udp/233.50.201.99:5140
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.201.95:5140
CCTV1-综合,http://113.83.248.110:4200/rtp/239.77.0.30:5146
CCTV1-综合,http://115.202.44.32:8088/udp/233.50.200.99:5140
CCTV1-综合,http://115.193.188.191:8888/udp/233.50.202.21:5140
CCTV1-综合,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://14.19.198.151:9876/rtp/239.77.1.17:5146
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.95:5140
CCTV1-综合,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV1-综合,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.202.21:5140
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.200.247:5140
CCTV1-综合,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8
CCTV1-综合,http://180.213.171.141:8000/rtp/239.5.1.4:5000
CCTV1-综合,http://183.135.225.96:4022/udp/233.50.201.226:5140
CCTV1-综合,http://119.86.72.213:4022/rtp/235.254.198.1:1280
CCTV1-综合,http://121.24.98.100:8090/hls/9/index.m3u8
CCTV1-综合,http://111.192.29.110:4022/udp/239.3.1.129:8008
CCTV1-综合,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://114.254.82.163:2222/rtp/239.3.1.129:8008
CCTV1-综合,http://154.12.55.21/zb/zb.php?id=239.253.92.83:8012
CCTV1-综合,http://125.71.156.207:4000/udp/239.93.0.184:5140
